159	0.010895	-0.000591739079573827
265	-0.0270959	0.000371342214314237
350	0.0143931	NA
351	0.0136122	NA
403	0.0164383	NA
424	0.0168496	NA
430	0.0152026	NA
628	0.000519335	NA
630	0.00169979	NA
763	0.0719597	-0.000346797159206385
765	0.0719737	0.000121401779598064
766	0.0680689	-0.000713199770697416
768	0.0674104	-0.000118730861362925
772	0.0668988	-0.000199131397403365
801	0.001585	NA
870	0.00173035	NA
915	0.0132259	NA
932	0.00163449	NA
991	-0.0145048	NA
992	-0.0106988	NA
997	-0.0132222	NA
1002	-0.0146203	NA
1006	-0.0147478	NA
1061	-0.00908494	NA
1062	-0.0213645	NA
1063	-0.00521092	NA
1066	-0.00490696	NA
1070	-0.00241685	NA
1158	-0.0151887	NA
1166	-0.0146884	NA
1254	-0.0725682	NA
1257	-0.0586357	NA
1313	-0.0490845	NA
1317	-0.0513228	NA
1552	-0.110964	NA
1829	0.00586744	NA
1853	0.00497054	NA
1872	0.00388331	NA
1890	0.0409477	NA
1925	0.00806988	NA
1954	0.00781823	NA
2016	0.0169716	NA
2057	0.00220528	NA
2171	0.00826145	NA
2278	0.00405268	NA
2317	0.00635094	NA
4779	0.000458885	NA
4807	0.00313233	NA
4884	0.00449475	NA
4958	0.00206667	NA
5104	0.0085889	NA
5151	-0.00241454	-0.000121790826495983
5165	0.000265376	7.11605474725047e-05
5210	0.00392693	NA
5279	0.00276984	NA
5349	0.00308455	NA
5353	0.00490172	NA
5486	0.00884088	NA
5577	0.00624774	NA
5644	0.00434475	NA
5741	-0.00375265	NA
5768	-0.00294078	0.000327979129532632
5772	0.0139535	-0.000318233387874062
5779	0.00276496	NA
5784	-0.0372237	-2.7708649101295e-05
5800	0.0095439	NA
5811	0.0031577	-0.00038985039001773
5830	0.00436281	NA
5831	-0.0100481	NA
5832	-0.0203681	NA
5836	-0.0235502	NA
5837	0.0150773	NA
5856	-0.128862	NA
5860	-0.0909258	NA
5865	-0.0104247	NA
5867	-0.0104261	NA
5893	0.0164292	NA
5907	0.0167503	NA
5950	0.0170365	NA
5984	0.0156962	NA
6008	0.016281	NA
6009	-0.129457	NA
6010	-0.136924	NA
6011	-0.134585	NA
6012	-0.13068	NA
6013	-0.127288	NA
6016	-0.121231	NA
6017	-0.122366	NA
6019	-0.00210965	NA
6020	0.00077975	NA
6023	-0.0229825	NA
6024	-0.0287397	NA
6025	-0.0884305	0.000460737411631067
6030	-0.078255	NA
6034	-0.0153312	NA
6035	-0.0143468	NA
6036	-0.00519694	NA
6038	-0.0127809	NA
6039	0.00605008	NA
6040	-0.0259704	-0.000131102339043707
6041	0.00219473	NA
6042	0.00743452	NA
6070	-0.125732	NA
6071	-0.128407	NA
6073	0.00165404	7.81797529859042e-05
6074	-0.0184079	-0.000262771062746189
6076	-0.00347311	NA
6077	-0.0285893	NA
6085	-0.00975936	NA
6086	-0.0406816	NA
